sentence_idx,tokens,tags
157,"['The', 'name', 'Koryakskaya', 'Sopka', 'is', 'derived', 'from', 'the', 'indigenous', 'Koryak', 'people', 'who', 'have', 'lived', 'in', 'the', 'region', 'for', 'centuries', '.']","['O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
158,"['Mount', 'Stephenson', 'is', 'a', 'prominent', 'peak', 'located', 'in', 'the', 'Canadian', 'Rockies', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
159,"['Many', 'hikers', 'and', 'outdoor', 'enthusiasts', 'are', 'drawn', 'to', 'Mount', 'Stephenson', 'for', 'its', 'stunning', 'views', 'and', 'challenging', 'trails', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
160,"['Annapurna', 'is', 'the', 'goddess', 'of', 'abundance', 'and', 'nourishment', 'in', 'Hindu', 'mythology', '.']","['B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
161,"['Annapurna', 'is', 'also', 'the', 'name', 'of', 'a', 'popular', 'trekking', 'region', 'in', 'the', 'Himalayas', 'known', 'for', 'its', 'majestic', 'mountain', 'views', '.']","['B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
162,"['Pik', 'Talghar', 'is', 'a', 'renowned', 'expert', 'in', 'environmental', 'conservation', 'strategies', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
163,"['Many', 'organizations', 'seek', 'out', 'Pik', 'Talghar', 's', 'expertise', 'when', 'developing', 'sustainable', 'initiatives', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
164,"['Mount', 'Shasta', 'is', 'a', 'majestic', 'peak', 'located', 'in', 'Northern', 'California', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
165,"['Many', 'outdoor', 'enthusiasts', 'enjoy', 'hiking', 'and', 'skiing', 'on', 'Mount', 'Shasta', 'throughout', 'the', 'year', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
166,"['Foho', 'Ramelau', 'is', 'the', 'highest', 'peak', 'in', 'East', 'Timor', ',', 'standing', 'at', 'an', 'elevation', 'of', '2', ',', '963', 'meters', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
167,"['Many', 'hikers', 'are', 'drawn', 'to', 'Foho', 'Ramelau', 'for', 'its', 'stunning', 'views', 'and', 'challenging', 'trails', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
168,"['Mount', 'Wilhelm', 'is', 'the', 'highest', 'mountain', 'in', 'Papua', 'New', 'Guinea', ',', 'standing', 'at', 'an', 'impressive', '4', ',', '509', 'meters', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
169,"['Many', 'adventure', 'enthusiasts', 'seek', 'to', 'conquer', 'Mount', 'Wilhelm', 'for', 'its', 'breathtaking', 'views', 'and', 'challenging', 'terrain', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
170,"['Mount', 'Apo', 'is', 'the', 'highest', 'mountain', 'in', 'the', 'Philippines', ',', 'standing', 'proudly', 'at', 'over', '9', ',', '600', 'feet', 'tall', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
171,"['Many', 'adventurers', 'and', 'nature', 'enthusiasts', 'seek', 'to', 'conquer', 'the', 'challenge', 'of', 'climbing', 'Mount', 'Apo', 'to', 'witness', 'its', 'breathtaking', 'views', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']"
172,"['Gyala', 'Peri', 'is', 'located', 'in', 'the', 'eastern', 'Himalayas', 'and', 'is', 'known', 'for', 'its', 'dramatic', 'peak', 'reaching', 'over', '7', ',', '000', 'meters', 'in', 'height', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
173,"['Climbers', 'from', 'around', 'the', 'world', 'are', 'drawn', 'to', 'Gyala', 'Peri', 'for', 'its', 'challenging', 'ascent', 'and', 'stunning', 'views', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
174,"['Mount', 'Suckling', 'is', 'located', 'in', 'the', 'Southern', 'Alps', 'of', 'New', 'Zealand', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
175,"['The', 'summit', 'of', 'Mount', 'Suckling', 'offers', 'breathtaking', 'views', 'of', 'the', 'surrounding', 'landscape', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
